Detection_Probability,False_Alarm_Rate,Authentication_Success_Rate,Reply_Success_Rate,Decoder_Success_Rate,Track_Confirmation_Rate,Average_Track_Lifetime_S,Average_Detection_Range_M,Maximum_Detection_Range_M,Average_Processing_Delay_Us,Average_Propagation_Delay_Us,Average_Receiver_Delay_Us,Average_Track_Update_Delay_S,Average_Total_Delay_Us,Average_Signal_Strength,Average_SNR_Db_Proxy
0.9278711004456633,0.00125114995400184,0.0,0.9278711004456633,0.9329564647892179,0.08108108108108109,150.57142857142858,143.39505366485153,247.34269562625357,49.993574940684674,0.47383414177288735,5.848273908302553e-09,0.0,50.4674090849162,0.976334197497834,19.895985013610908
