Component,Mean,Min,Max,Stdev
Scheduler_Delay_Us,0.0,0.0,0.0,0.0
Processing_Delay_Us,49.993574940684674,45.00092911922229,54.999939217915454,2.8999510408450684
Propagation_Delay_Us,0.47383414177288735,-1.7144589232835892,2.743634954138039,1.1577873040476394
Receiver_Delay_Us,5.848273908302553e-09,-3.637978807091713e-06,3.637978807091713e-06,1.3126054689489192e-06
Track_Update_Delay_Us,0.0,0.0,0.0,0.0
Total_End_To_End_Delay_Us,50.4674090849162,43.41889143688604,57.58607585448772,3.1258758479042825
