Time,Sequence,Ownship_ID,Target_ID,Mode,UF,Range,Azimuth,Elevation
12132,12132,TARGET_1,TARGET_4,MODE_S,UF11,164.81192071267176,-125.31455856496241,0.0
12133,12133,TARGET_1,TARGET_4,MODE_S,UF11,164.81028873526068,-125.31496048991522,0.0
12134,12134,TARGET_1,TARGET_4,MODE_S,UF11,164.80923484441035,-125.31564609843922,0.0
12135,12135,TARGET_1,TARGET_4,MODE_S,UF11,164.80818097715903,-125.31633171573155,0.0
12136,12136,TARGET_1,TARGET_4,MODE_S,UF11,164.80597094158938,-125.31644999094341,0.0
12137,12137,TARGET_1,TARGET_4,MODE_S,UF11,164.80491710200886,-125.31713562695464,0.0
12138,12138,TARGET_1,TARGET_4,MODE_S,UF11,164.80386328602853,-125.31782127173437,0.0
12139,12139,TARGET_1,TARGET_4,MODE_S,UF11,164.80223137445682,-125.31822324864656,0.0
12140,12140,TARGET_1,TARGET_4,MODE_S,UF11,164.80059947099707,-125.31862523351974,0.0
12141,12141,TARGET_1,TARGET_4,MODE_S,UF11,164.79954570629133,-125.31931090578789,0.0
12142,12142,TARGET_1,TARGET_4,MODE_S,UF11,164.79709788706842,-125.31991391206537,0.0
12143,12143,TARGET_1,TARGET_4,MODE_S,UF11,164.79546601772753,-125.3203159262024,0.0
12144,12144,TARGET_1,TARGET_4,MODE_S,UF11,164.79441231121882,-125.32100163064025,0.0
12145,12145,TARGET_1,TARGET_4,MODE_S,UF11,164.79335862831368,-125.32168734384696,0.0
12146,12146,TARGET_1,TARGET_4,MODE_S,UF11,164.79172679476358,-125.32208938466738,0.0
12147,12147,TARGET_1,TARGET_4,MODE_S,UF11,164.79009496932755,-125.32249143345025,0.0
12148,12148,TARGET_1,TARGET_4,MODE_S,UF11,164.7882254349503,-125.3233782062057,0.0
12149,12149,TARGET_1,TARGET_4,MODE_S,UF11,164.78717183385365,-125.32406396035285,0.0
12150,12150,TARGET_1,TARGET_4,MODE_S,UF11,164.78554004827,-125.32446603980237,0.0
12151,12151,TARGET_1,TARGET_4,MODE_S,UF11,164.78390827080176,-125.3248681272152,0.0
12152,12152,TARGET_1,TARGET_4,MODE_S,UF11,164.78203884222336,-125.32575496022802,0.0
12153,12153,TARGET_1,TARGET_4,MODE_S,UF11,164.78040709077038,-125.32615706894795,0.0
12154,12154,TARGET_1,TARGET_4,MODE_S,UF11,164.77877534743362,-125.32655918563178,0.0
12155,12155,TARGET_1,TARGET_4,MODE_S,UF11,164.776905994135,-125.32744606545496,0.0
12156,12156,TARGET_1,TARGET_4,MODE_S,UF11,164.7758525330699,-125.32813189271909,0.0
12157,12157,TARGET_1,TARGET_4,MODE_S,UF11,164.77422082959458,-125.32853404007412,0.0
12158,12158,TARGET_1,TARGET_4,MODE_S,UF11,164.771773289602,-125.32913727604053,0.0
12159,12159,TARGET_1,TARGET_4,MODE_S,UF11,164.77071988675658,-125.32982313548092,0.0
12160,12160,TARGET_1,TARGET_4,MODE_S,UF11,164.76885067876145,-125.33071009569187,0.0
12161,12161,TARGET_1,TARGET_4,MODE_S,UF11,164.76664072863778,-125.33082859199166,0.0
12162,12162,TARGET_1,TARGET_4,MODE_S,UF11,164.76558738401656,-125.33151448360978,0.0
12163,12163,TARGET_1,TARGET_4,MODE_S,UF11,164.7645340630076,-125.33220038399767,0.0
12164,12164,TARGET_1,TARGET_4,MODE_S,UF11,164.76348076561143,-125.33288629315527,0.0
12165,12165,TARGET_1,TARGET_4,MODE_S,UF11,164.76103335740524,-125.33348963309518,0.0
12166,12166,TARGET_1,TARGET_4,MODE_S,UF11,164.75940176208454,-125.33389186967983,0.0
12167,12167,TARGET_1,TARGET_4,MODE_S,UF11,164.75753273522886,-125.33477893697899,0.0
12168,12168,TARGET_1,TARGET_4,MODE_S,UF11,164.75508538433647,-125.3353823268153,0.0
12169,12169,TARGET_1,TARGET_4,MODE_S,UF11,164.75403219648373,-125.3360682956513,0.0
12170,12170,TARGET_1,TARGET_4,MODE_S,UF11,164.75158488463777,-125.336671717461,0.0
12171,12171,TARGET_1,TARGET_4,MODE_S,UF11,164.7499533535594,-125.33707400862704,0.0
12172,12172,TARGET_1,TARGET_4,MODE_S,UF11,164.74808446837858,-125.33796116289889,0.0
12173,12173,TARGET_1,TARGET_4,MODE_S,UF11,164.74703136930873,-125.3386471773701,0.0
12174,12174,TARGET_1,TARGET_4,MODE_S,UF11,164.745978293857,-125.33933320061158,0.0
12175,12175,TARGET_1,TARGET_4,MODE_S,UF11,164.74295265655522,-125.33965299693277,0.0
12176,12176,TARGET_1,TARGET_4,MODE_S,UF11,164.74108388620007,-125.34054021816021,0.0
12177,12177,TARGET_1,TARGET_4,MODE_S,UF11,164.7400308759228,-125.3412262782691,0.0
12178,12178,TARGET_1,TARGET_4,MODE_S,UF11,164.73758372029135,-125.34182982798794,0.0
12179,12179,TARGET_1,TARGET_4,MODE_S,UF11,164.73571504685918,-125.34271710282417,0.0
12180,12180,TARGET_1,TARGET_4,MODE_S,UF11,164.73466211153016,-125.3434031992067,0.0
12181,12181,TARGET_1,TARGET_4,MODE_S,UF11,164.73245223695295,-125.34352189037918,0.0
12182,12182,TARGET_1,TARGET_4,MODE_S,UF11,164.73058363886167,-125.34440921204855,0.0
12183,12183,TARGET_1,TARGET_4,MODE_S,UF11,164.72871508027978,-125.34529655384834,0.0
12184,12184,TARGET_1,TARGET_4,MODE_S,UF11,164.72684656120873,-125.34618391577885,0.0
12185,12185,TARGET_1,TARGET_4,MODE_S,UF11,164.72439955574282,-125.34678758745342,0.0
12186,12186,TARGET_1,TARGET_4,MODE_S,UF11,164.72416242008944,-125.34727252641555,0.0
12187,12187,TARGET_1,TARGET_4,MODE_S,UF11,164.72171544759968,-125.34787622409854,0.0
12188,12188,TARGET_1,TARGET_4,MODE_S,UF11,164.71926849339758,-125.34847993971776,0.0
12189,12189,TARGET_1,TARGET_4,MODE_S,UF11,164.71740011607758,-125.3493673886486,0.0
12190,12190,TARGET_1,TARGET_4,MODE_S,UF11,164.71553177827528,-125.35025485771199,0.0
12191,12191,TARGET_1,TARGET_4,MODE_S,UF11,164.71390052147999,-125.3506573714655,0.0
12192,12192,TARGET_1,TARGET_4,MODE_S,UF11,164.71203224112074,-125.3515448740167,0.0
12193,12193,TARGET_1,TARGET_4,MODE_S,UF11,164.71016400028262,-125.35243239670123,0.0
12194,12194,TARGET_1,TARGET_4,MODE_S,UF11,164.7071385732871,-125.35275250318072,0.0
12195,12195,TARGET_1,TARGET_4,MODE_S,UF11,164.7052703862266,-125.35364006593278,0.0
12196,12196,TARGET_1,TARGET_4,MODE_S,UF11,164.70421782698827,-125.3543263589524,0.0
12197,12197,TARGET_1,TARGET_4,MODE_S,UF11,164.70177106819463,-125.35493023453402,0.0
12198,12198,TARGET_1,TARGET_4,MODE_S,UF11,164.69990297811353,-125.35581785091243,0.0
12199,12199,TARGET_1,TARGET_4,MODE_S,UF11,164.69803492756068,-125.35670548742625,0.0
12200,12200,TARGET_1,TARGET_4,MODE_S,UF11,164.69640380105452,-125.35710810782997,0.0
12201,12201,TARGET_1,TARGET_4,MODE_S,UF11,164.69453580796176,-125.35799577783732,0.0
12202,12202,TARGET_1,TARGET_4,MODE_S,UF11,164.69208916034796,-125.35859974343346,0.0
12203,12203,TARGET_1,TARGET_4,MODE_S,UF11,164.68882699199722,-125.35940505880966,0.0
12204,12204,TARGET_1,TARGET_4,MODE_S,UF11,164.68777463127003,-125.36009145719434,0.0
12205,12205,TARGET_1,TARGET_4,MODE_S,UF11,164.68590677104098,-125.36097920755147,0.0
12206,12206,TARGET_1,TARGET_4,MODE_S,UF11,164.68346021382962,-125.36158324911686,0.0
12207,12207,TARGET_1,TARGET_4,MODE_S,UF11,164.68240792810872,-125.36226968378891,0.0
12208,12208,TARGET_1,TARGET_4,MODE_S,UF11,164.67972466578877,-125.36335885032462,0.0
12209,12209,TARGET_1,TARGET_4,MODE_S,UF11,164.6772781806889,-125.36396294991907,0.0
12210,12210,TARGET_1,TARGET_4,MODE_S,UF11,164.67541049288445,-125.3648508007722,0.0
12211,12211,TARGET_1,TARGET_4,MODE_S,UF11,164.67435831968496,-125.36553728987764,0.0
12212,12212,TARGET_1,TARGET_4,MODE_S,UF11,164.67051763142058,-125.36605909389496,0.0
12213,12213,TARGET_1,TARGET_4,MODE_S,UF11,164.66865003697578,-125.3669470049731,0.0
12214,12214,TARGET_1,TARGET_4,MODE_S,UF11,164.66759793596313,-125.36763353565591,0.0
12215,12215,TARGET_1,TARGET_4,MODE_S,UF11,164.66433613263072,-125.3684391497678,0.0
12216,12216,TARGET_1,TARGET_4,MODE_S,UF11,164.6624686441934,-125.36932712117188,0.0
12217,12217,TARGET_1,TARGET_4,MODE_S,UF11,164.6614166251463,-125.37001369283401,0.0
12218,12218,TARGET_1,TARGET_4,MODE_S,UF11,164.65815491799975,-125.37081938433776,0.0
12219,12219,TARGET_1,TARGET_4,MODE_S,UF11,164.6562875355812,-125.37170741607137,0.0
12220,12220,TARGET_1,TARGET_4,MODE_S,UF11,164.65442019271757,-125.37259546794745,0.0
12221,12221,TARGET_1,TARGET_4,MODE_S,UF11,164.65197398755961,-125.37319979761688,0.0
12222,12222,TARGET_1,TARGET_4,MODE_S,UF11,164.650106711171,-125.37408788968342,0.0
12223,12223,TARGET_1,TARGET_4,MODE_S,UF11,164.64823947434118,-125.37497600189347,0.0
12224,12224,TARGET_1,TARGET_4,MODE_S,UF11,164.6457933413423,-125.37558038961697,0.0
12225,12225,TARGET_1,TARGET_4,MODE_S,UF11,164.64311080637412,-125.37667001526852,0.0
12226,12226,TARGET_1,TARGET_4,MODE_S,UF11,164.64205904021,-125.37735671456747,0.0
12227,12227,TARGET_1,TARGET_4,MODE_S,UF11,164.63821866140316,-125.3778788966666,0.0
12228,12228,TARGET_1,TARGET_4,MODE_S,UF11,164.63635159344366,-125.378767115999,0.0
12229,12229,TARGET_1,TARGET_4,MODE_S,UF11,164.63390557537045,-125.379371603691,0.0
12230,12230,TARGET_1,TARGET_4,MODE_S,UF11,164.6312232475966,-125.3804613697945,0.0
12231,12231,TARGET_1,TARGET_4,MODE_S,UF11,164.63017161201046,-125.3811481428983,0.0
12232,12232,TARGET_1,TARGET_4,MODE_S,UF11,164.62691035489914,-125.381954207904,0.0
12233,12233,TARGET_1,TARGET_4,MODE_S,UF11,164.62504346848328,-125.38284253446609,0.0
12234,12234,TARGET_1,TARGET_4,MODE_S,UF11,164.623176621641,-125.38373088117586,0.0
12235,12235,TARGET_1,TARGET_4,MODE_S,UF11,164.6199154689371,-125.3845370315978,0.0
12236,12236,TARGET_1,TARGET_4,MODE_S,UF11,164.61804869758356,-125.38542542519616,0.0
12237,12237,TARGET_1,TARGET_4,MODE_S,UF11,164.61618196580793,-125.38631383894334,0.0
12238,12238,TARGET_1,TARGET_4,MODE_S,UF11,164.61373617654147,-125.38691851283352,0.0
12239,12239,TARGET_1,TARGET_4,MODE_S,UF11,164.61105426124942,-125.38800853542911,0.0
12240,12240,TARGET_1,TARGET_4,MODE_S,UF11,164.60860852336975,-125.3886132533352,0.0
12241,12241,TARGET_1,TARGET_4,MODE_S,UF11,164.6067419336158,-125.38950175418275,0.0
12242,12242,TARGET_1,TARGET_4,MODE_S,UF11,164.6040601595234,-125.3905918651823,0.0
12243,12243,TARGET_1,TARGET_4,MODE_S,UF11,164.60161449997992,-125.39119664716723,0.0
12244,12244,TARGET_1,TARGET_4,MODE_S,UF11,164.5989328185332,-125.39228681973867,0.0
12245,12245,TARGET_1,TARGET_4,MODE_S,UF11,164.59706639244823,-125.39317541447335,0.0
12246,12246,TARGET_1,TARGET_4,MODE_S,UF11,164.59380562159683,-125.39398187989424,0.0
12247,12247,TARGET_1,TARGET_4,MODE_S,UF11,164.59275445170726,-125.39466889549209,0.0
12248,12248,TARGET_1,TARGET_4,MODE_S,UF11,164.58949374124705,-125.3954754116287,0.0
12249,12249,TARGET_1,TARGET_4,MODE_S,UF11,164.5876274572302,-125.39636409348104,0.0
12250,12250,TARGET_1,TARGET_4,MODE_S,UF11,164.58494605825888,-125.39745444289032,0.0
12251,12251,TARGET_1,TARGET_4,MODE_S,UF11,164.5825006068385,-125.39805939708444,0.0
12252,12252,TARGET_1,TARGET_4,MODE_S,UF11,164.57981930054487,-125.39914980807913,0.0
12253,12253,TARGET_1,TARGET_4,MODE_S,UF11,164.57795318024827,-125.40003858383591,0.0
12254,12254,TARGET_1,TARGET_4,MODE_S,UF11,164.57469268693777,-125.40084527889302,0.0
12255,12255,TARGET_1,TARGET_4,MODE_S,UF11,164.572826642189,-125.40173410156068,0.0
12256,12256,TARGET_1,TARGET_4,MODE_S,UF11,164.57014553678925,-125.40282463652154,0.0
12257,12257,TARGET_1,TARGET_4,MODE_S,UF11,164.56827958023987,-125.40371350619132,0.0
12258,12258,TARGET_1,TARGET_4,MODE_S,UF11,164.56559858305744,-125.40480410353189,0.0
12259,12259,TARGET_1,TARGET_4,MODE_S,UF11,164.56315335457083,-125.40540923806218,0.0
12260,12260,TARGET_1,TARGET_4,MODE_S,UF11,164.56047245009964,-125.40649989700182,0.0
12261,12261,TARGET_1,TARGET_4,MODE_S,UF11,164.5580272730565,-125.40710507558066,0.0
12262,12262,TARGET_1,TARGET_4,MODE_S,UF11,164.5553464613046,-125.40819579612297,0.0
12263,12263,TARGET_1,TARGET_4,MODE_S,UF11,164.5526657091887,-125.4092865522039,0.0
12264,12264,TARGET_1,TARGET_4,MODE_S,UF11,164.55022061668592,-125.40989180090233,0.0
12265,12265,TARGET_1,TARGET_4,MODE_S,UF11,164.54753995730235,-125.4109826185915,0.0
12266,12266,TARGET_1,TARGET_4,MODE_S,UF11,164.54567436429318,-125.41187170287776,0.0
12267,12267,TARGET_1,TARGET_4,MODE_S,UF11,164.5415993510456,-125.41288056758738,0.0
12268,12268,TARGET_1,TARGET_4,MODE_S,UF11,164.53973384261928,-125.4137697054922,0.0
12269,12269,TARGET_1,TARGET_4,MODE_S,UF11,164.5372888861367,-125.41437506837977,0.0
12270,12270,TARGET_1,TARGET_4,MODE_S,UF11,164.53460847189564,-125.41546604484157,0.0
12271,12271,TARGET_1,TARGET_4,MODE_S,UF11,164.53192811731103,-125.41655705684947,0.0
12272,12272,TARGET_1,TARGET_4,MODE_S,UF11,164.5286682921855,-125.41736430488481,0.0
12273,12273,TARGET_1,TARGET_4,MODE_S,UF11,164.52738252643542,-125.41853736311279,0.0
12274,12274,TARGET_1,TARGET_4,MODE_S,UF11,164.52493771462127,-125.41914284229492,0.0
12275,12275,TARGET_1,TARGET_4,MODE_S,UF11,164.521442638946,-125.42043581741754,0.0
12276,12276,TARGET_1,TARGET_4,MODE_S,UF11,164.51899788474282,-125.42104134667153,0.0
12277,12277,TARGET_1,TARGET_4,MODE_S,UF11,164.51550293209448,-125.42233440880884,0.0
12278,12278,TARGET_1,TARGET_4,MODE_S,UF11,164.5136378450127,-125.42322379494446,0.0
12279,12279,TARGET_1,TARGET_4,MODE_S,UF11,164.5111931754189,-125.42382939435666,0.0
12280,12280,TARGET_1,TARGET_4,MODE_S,UF11,164.5076984034486,-125.4251225770701,0.0
12281,12281,TARGET_1,TARGET_4,MODE_S,UF11,164.5052537914823,-125.42572822656423,0.0
12282,12282,TARGET_1,TARGET_4,MODE_S,UF11,164.50257399809888,-125.42681960044737,0.0
12283,12283,TARGET_1,TARGET_4,MODE_S,UF11,164.500473944606,-125.42819482188884,0.0
12284,12284,TARGET_1,TARGET_4,MODE_S,UF11,164.49721459039966,-125.42900245488792,0.0
12285,12285,TARGET_1,TARGET_4,MODE_S,UF11,164.4953498005339,-125.4298920155012,0.0
12286,12286,TARGET_1,TARGET_4,MODE_S,UF11,164.49127569874335,-125.43090163523578,0.0
12287,12287,TARGET_1,TARGET_4,MODE_S,UF11,164.48941099353476,-125.43179124949664,0.0
12288,12288,TARGET_1,TARGET_4,MODE_S,UF11,164.48673153175613,-125.43288282726785,0.0
12289,12289,TARGET_1,TARGET_4,MODE_S,UF11,164.48347236728682,-125.43369062063672,0.0
12290,12290,TARGET_1,TARGET_4,MODE_S,UF11,164.4807930093967,-125.43478226876027,0.0
12291,12291,TARGET_1,TARGET_4,MODE_S,UF11,164.4781137112169,-125.43587395244944,0.0
12292,12292,TARGET_1,TARGET_4,MODE_S,UF11,164.47624922766204,-125.43676369426879,0.0
12293,12293,TARGET_1,TARGET_4,MODE_S,UF11,164.47217547354325,-125.43777360146154,0.0
12294,12294,TARGET_1,TARGET_4,MODE_S,UF11,164.46949633898683,-125.43886539107895,0.0
12295,12295,TARGET_1,TARGET_4,MODE_S,UF11,164.4676319887898,-125.43975521342762,0.0
12296,12296,TARGET_1,TARGET_4,MODE_S,UF11,164.4635583860449,-125.44076524763341,0.0
12297,12297,TARGET_1,TARGET_4,MODE_S,UF11,164.4608794151363,-125.44185714318931,0.0
12298,12298,TARGET_1,TARGET_4,MODE_S,UF11,164.4590151983162,-125.44274704607443,0.0
12299,12299,TARGET_1,TARGET_4,MODE_S,UF11,164.45633633581895,-125.44383900407668,0.0
12300,12300,TARGET_1,TARGET_4,MODE_S,UF11,164.45226293973582,-125.44484920881351,0.0
12301,12301,TARGET_1,TARGET_4,MODE_S,UF11,164.4495841922381,-125.44594124589409,0.0
12302,12302,TARGET_1,TARGET_4,MODE_S,UF11,164.44632555639544,-125.44674948052091,0.0
12303,12303,TARGET_1,TARGET_4,MODE_S,UF11,164.44446155769427,-125.44763951762317,0.0
12304,12304,TARGET_1,TARGET_4,MODE_S,UF11,164.4417829628468,-125.44873165196394,0.0
12305,12305,TARGET_1,TARGET_4,MODE_S,UF11,164.4382898050208,-125.45002590965002,0.0
12306,12306,TARGET_1,TARGET_4,MODE_S,UF11,164.43561134073119,-125.45111812385387,0.0
12307,12307,TARGET_1,TARGET_4,MODE_S,UF11,164.43235291450404,-125.45192652975032,0.0
12308,12308,TARGET_1,TARGET_4,MODE_S,UF11,164.4296745541996,-125.45301881434867,0.0
12309,12309,TARGET_1,TARGET_4,MODE_S,UF11,164.42641620493953,-125.45382728709868,0.0
12310,12310,TARGET_1,TARGET_4,MODE_S,UF11,164.42350344461093,-125.45540562289001,0.0
12311,12311,TARGET_1,TARGET_4,MODE_S,UF11,164.42082527465917,-125.45649802294801,0.0
12312,12312,TARGET_1,TARGET_4,MODE_S,UF11,164.4175670662962,-125.45730660815907,0.0
12313,12313,TARGET_1,TARGET_4,MODE_S,UF11,164.41488900035787,-125.45839907862376,0.0
12314,12314,TARGET_1,TARGET_4,MODE_S,UF11,164.4116308689869,-125.45920773070306,0.0
12315,12315,TARGET_1,TARGET_4,MODE_S,UF11,164.40813839040936,-125.4605024483127,0.0
12316,12316,TARGET_1,TARGET_4,MODE_S,UF11,164.40546049933988,-125.46159503348672,0.0
12317,12317,TARGET_1,TARGET_4,MODE_S,UF11,164.40278266805586,-125.46268765425368,0.0
12318,12318,TARGET_1,TARGET_4,MODE_S,UF11,164.3995247103835,-125.4634964508718,0.0
12319,12319,TARGET_1,TARGET_4,MODE_S,UF11,164.39684698314625,-125.46458914206035,0.0
12320,12320,TARGET_1,TARGET_4,MODE_S,UF11,164.3935891024951,-125.46539800556447,0.0
12321,12321,TARGET_1,TARGET_4,MODE_S,UF11,164.39149170805646,-125.46677463122676,0.0
12322,12322,TARGET_1,TARGET_4,MODE_S,UF11,164.38881416020982,-125.46786742920649,0.0
12323,12323,TARGET_1,TARGET_4,MODE_S,UF11,164.3847419805135,-125.4688786442152,0.0
12324,12324,TARGET_1,TARGET_4,MODE_S,UF11,164.38125012908256,-125.4701737790594,0.0
12325,12325,TARGET_1,TARGET_4,MODE_S,UF11,164.37857276725578,-125.47126670049157,0.0
12326,12326,TARGET_1,TARGET_4,MODE_S,UF11,164.37589546524148,-125.47235965752647,0.0
12327,12327,TARGET_1,TARGET_4,MODE_S,UF11,164.37263789937788,-125.47316877813529,0.0
12328,12328,TARGET_1,TARGET_4,MODE_S,UF11,164.36996070146148,-125.4742618056139,0.0
12329,12329,TARGET_1,TARGET_4,MODE_S,UF11,164.36588884558748,-125.47527329502722,0.0
12330,12330,TARGET_1,TARGET_4,MODE_S,UF11,164.3637921319656,-125.47665027868462,0.0
12331,12331,TARGET_1,TARGET_4,MODE_S,UF11,164.360534739943,-125.47745954391203,0.0
12332,12332,TARGET_1,TARGET_4,MODE_S,UF11,164.35785777686442,-125.47855272176791,0.0
12333,12333,TARGET_1,TARGET_4,MODE_S,UF11,164.35378613831804,-125.47956439197046,0.0
12334,12334,TARGET_1,TARGET_4,MODE_S,UF11,164.35168972055016,-125.48094153176616,0.0
12335,12335,TARGET_1,TARGET_4,MODE_S,UF11,164.34680390564338,-125.48215565860367,0.0
12336,12336,TARGET_1,TARGET_4,MODE_S,UF11,164.34412719960517,-125.4832490042832,0.0
12337,12337,TARGET_1,TARGET_4,MODE_S,UF11,164.34087007497558,-125.4840584971338,0.0
12338,12338,TARGET_1,TARGET_4,MODE_S,UF11,164.33795970499332,-125.48563819012085,0.0
12339,12339,TARGET_1,TARGET_4,MODE_S,UF11,164.33528318958165,-125.48673165136316,0.0
12340,12340,TARGET_1,TARGET_4,MODE_S,UF11,164.3312119653476,-125.48774366317933,0.0
12341,12341,TARGET_1,TARGET_4,MODE_S,UF11,164.32853556519026,-125.48883720361381,0.0
12342,12342,TARGET_1,TARGET_4,MODE_S,UF11,164.32585922489494,-125.48993077966922,0.0
12343,12343,TARGET_1,TARGET_4,MODE_S,UF11,164.32236873901255,-125.4912268258731,0.0
12344,12344,TARGET_1,TARGET_4,MODE_S,UF11,164.31911193771708,-125.49203658404075,0.0
12345,12345,TARGET_1,TARGET_4,MODE_S,UF11,164.31562158845398,-125.4933327281954,0.0
12346,12346,TARGET_1,TARGET_4,MODE_S,UF11,164.31213132328358,-125.49462892741528,0.0
12347,12347,TARGET_1,TARGET_4,MODE_S,UF11,164.30945530005266,-125.49572270698192,0.0
12348,12348,TARGET_1,TARGET_4,MODE_S,UF11,164.30538453136586,-125.49673510065077,0.0
12349,12349,TARGET_1,TARGET_4,MODE_S,UF11,164.30270862344298,-125.49782895943393,0.0
12350,12350,TARGET_1,TARGET_4,MODE_S,UF11,164.29921864999847,-125.49912535603738,0.0
12351,12351,TARGET_1,TARGET_4,MODE_S,UF11,164.29654287294056,-125.50021929480079,0.0
12352,12352,TARGET_1,TARGET_4,MODE_S,UF11,164.2932864361779,-125.50102935850495,0.0
12353,12353,TARGET_1,TARGET_4,MODE_S,UF11,164.2903774084167,-125.50260980958011,0.0
12354,12354,TARGET_1,TARGET_4,MODE_S,UF11,164.28712106857307,-125.50341995106777,0.0
12355,12355,TARGET_1,TARGET_4,MODE_S,UF11,164.2836314579149,-125.50471658944097,0.0
12356,12356,TARGET_1,TARGET_4,MODE_S,UF11,164.2795611450189,-125.50572936510275,0.0
12357,12357,TARGET_1,TARGET_4,MODE_S,UF11,164.27665248902537,-125.50731003144546,0.0
12358,12358,TARGET_1,TARGET_4,MODE_S,UF11,164.27339633976035,-125.50812033378766,0.0
12359,12359,TARGET_1,TARGET_4,MODE_S,UF11,164.2699070341248,-125.50941718034021,0.0
12360,12360,TARGET_1,TARGET_4,MODE_S,UF11,164.26641781264973,-125.51071408198672,0.0
12361,12361,TARGET_1,TARGET_4,MODE_S,UF11,164.26292867534048,-125.51201103872927,0.0
12362,12362,TARGET_1,TARGET_4,MODE_S,UF11,164.2588587321853,-125.51302412278494,0.0
12363,12363,TARGET_1,TARGET_4,MODE_S,UF11,164.25757859228295,-125.514199855021,0.0
12364,12364,TARGET_1,TARGET_4,MODE_S,UF11,164.25350876008707,-125.5152130263093,0.0
12365,12365,TARGET_1,TARGET_4,MODE_S,UF11,164.25001991476287,-125.51651018054999,0.0
12366,12366,TARGET_1,TARGET_4,MODE_S,UF11,164.2459501996929,-125.51752345571103,0.0
12367,12367,TARGET_1,TARGET_4,MODE_S,UF11,164.24304247669062,-125.51910465435272,0.0
12368,12368,TARGET_1,TARGET_4,MODE_S,UF11,164.2389728931595,-125.52011803684877,0.0
12369,12369,TARGET_1,TARGET_4,MODE_S,UF11,164.23548436619905,-125.52141541008658,0.0
12370,12370,TARGET_1,TARGET_4,MODE_S,UF11,164.2328098097332,-125.52251013645356,0.0
12371,12371,TARGET_1,TARGET_4,MODE_S,UF11,164.22932143804283,-125.52380760918906,0.0
12372,12372,TARGET_1,TARGET_4,MODE_S,UF11,164.22525209297135,-125.52482119289078,0.0
12373,12373,TARGET_1,TARGET_4,MODE_S,UF11,164.22176387129687,-125.5261187744272,0.0
12374,12374,TARGET_1,TARGET_4,MODE_S,UF11,164.21827573385366,-125.52741641108783,0.0
12375,12375,TARGET_1,TARGET_4,MODE_S,UF11,164.21420657178234,-125.52843015239333,0.0
12376,12376,TARGET_1,TARGET_4,MODE_S,UF11,164.21211352394195,-125.52980908608211,0.0
12377,12377,TARGET_1,TARGET_4,MODE_S,UF11,164.2080444832104,-125.53082292472062,0.0
12378,12378,TARGET_1,TARGET_4,MODE_S,UF11,164.20455665114778,-125.53212076972251,0.0
12379,12379,TARGET_1,TARGET_4,MODE_S,UF11,164.2010689033418,-125.53341866985937,0.0
12380,12380,TARGET_1,TARGET_4,MODE_S,UF11,164.19758123979778,-125.53471662513341,0.0
12381,12381,TARGET_1,TARGET_4,MODE_S,UF11,164.19432620221693,-125.53552786110039,0.0
12382,12382,TARGET_1,TARGET_4,MODE_S,UF11,164.1914199037209,-125.5371098756536,0.0
12383,12383,TARGET_1,TARGET_4,MODE_S,UF11,164.18735123327866,-125.53812402299835,0.0
12384,12384,TARGET_1,TARGET_4,MODE_S,UF11,164.183050160484,-125.53962503290767,0.0
12385,12385,TARGET_1,TARGET_4,MODE_S,UF11,164.18037660146845,-125.54072040547945,0.0
12386,12386,TARGET_1,TARGET_4,MODE_S,UF11,164.17688941199975,-125.54201867944413,0.0
12387,12387,TARGET_1,TARGET_4,MODE_S,UF11,164.17340230682925,-125.54331700856113,0.0
12388,12388,TARGET_1,TARGET_4,MODE_S,UF11,164.16910162390485,-125.54481828204975,0.0
12389,12389,TARGET_1,TARGET_4,MODE_S,UF11,164.16584699626168,-125.54562985902997,0.0
12390,12390,TARGET_1,TARGET_4,MODE_S,UF11,164.1623601255781,-125.54692835218383,0.0
12391,12391,TARGET_1,TARGET_4,MODE_S,UF11,164.15887333921367,-125.54822690049919,0.0
12392,12392,TARGET_1,TARGET_4,MODE_S,UF11,164.15480523274366,-125.54924152443739,0.0
12393,12393,TARGET_1,TARGET_4,MODE_S,UF11,164.15190001946365,-125.55082416262302,0.0
12394,12394,TARGET_1,TARGET_4,MODE_S,UF11,164.147832044776,-125.55183889403139,0.0
12395,12395,TARGET_1,TARGET_4,MODE_S,UF11,164.14492703705466,-125.55342164541891,0.0
12396,12396,TARGET_1,TARGET_4,MODE_S,UF11,164.14085919416894,-125.5544364843079,0.0
12397,12397,TARGET_1,TARGET_4,MODE_S,UF11,164.13655934617373,-125.55593834677069,0.0
12398,12398,TARGET_1,TARGET_4,MODE_S,UF11,164.13307314493323,-125.5572372905972,0.0
12399,12399,TARGET_1,TARGET_4,MODE_S,UF11,164.1304005509034,-125.55833328354058,0.0
12400,12400,TARGET_1,TARGET_4,MODE_S,UF11,164.12551944472256,-125.55955135010598,0.0
12401,12401,TARGET_1,TARGET_4,MODE_S,UF11,164.1228469775004,-125.56064743117315,0.0
12402,12402,TARGET_1,TARGET_4,MODE_S,UF11,164.11854759593746,-125.56214962118081,0.0
12403,12403,TARGET_1,TARGET_4,MODE_S,UF11,164.11506179811772,-125.56344883950071,0.0
12404,12404,TARGET_1,TARGET_4,MODE_S,UF11,164.11157608468693,-125.56474811301175,0.0
12405,12405,TARGET_1,TARGET_4,MODE_S,UF11,164.1075088166291,-125.56576343887778,0.0
