Time,Sequence,Ownship_ID,Target_ID,Mode,UF,Range,Azimuth,Elevation
1,1,TARGET_1,TARGET_2,MODE_S,UF11,185.39388057929526,-93.57802119494758,0.0
2,2,TARGET_1,TARGET_2,MODE_S,UF11,185.38163011517616,-93.58135468290709,0.0
3,3,TARGET_1,TARGET_2,MODE_S,UF11,185.36965355138364,-93.5815863728075,0.0
4,4,TARGET_1,TARGET_2,MODE_S,UF11,185.35615427627428,-93.57875039280854,0.0
5,5,TARGET_1,TARGET_2,MODE_S,UF11,185.34480219118637,-93.58206722487694,0.0
6,6,TARGET_1,TARGET_2,MODE_S,UF11,185.33292544132573,-93.58229707522247,0.0
7,7,TARGET_1,TARGET_2,MODE_S,UF11,185.32067578230445,-93.58563194226008,0.0
8,8,TARGET_1,TARGET_2,MODE_S,UF11,185.3086992745079,-93.58586398481113,0.0
9,9,TARGET_1,TARGET_2,MODE_S,UF11,185.2958245320169,-93.58611346400843,0.0
10,10,TARGET_1,TARGET_2,MODE_S,UF11,185.28447382606024,-93.58943182714144,0.0
11,11,TARGET_1,TARGET_2,MODE_S,UF11,185.27159913383917,-93.5896815868928,0.0
12,12,TARGET_1,TARGET_2,MODE_S,UF11,185.25962267912024,-93.58991395271106,0.0
13,13,TARGET_1,TARGET_2,MODE_S,UF11,185.24737445437654,-93.59325064299311,0.0
14,14,TARGET_1,TARGET_2,MODE_S,UF11,185.2353980464857,-93.59348326995782,0.0
15,15,TARGET_1,TARGET_2,MODE_S,UF11,185.22315049391096,-93.59682063264806,0.0
16,16,TARGET_1,TARGET_2,MODE_S,UF11,185.211174132907,-93.59705352088584,0.0
17,17,TARGET_1,TARGET_2,MODE_S,UF11,185.198299548241,-93.59730390933554,0.0
18,18,TARGET_1,TARGET_2,MODE_S,UF11,185.18695093866629,-93.60062470583411,0.0
19,19,TARGET_1,TARGET_2,MODE_S,UF11,185.17407640447408,-93.60087537533073,0.0
20,20,TARGET_1,TARGET_2,MODE_S,UF11,185.1627284640459,-93.60419682514113,0.0
21,21,TARGET_1,TARGET_2,MODE_S,UF11,185.14985398039073,-93.60444777582155,0.0
22,22,TARGET_1,TARGET_2,MODE_S,UF11,185.13724926810377,-93.60159259917499,0.0
23,23,TARGET_1,TARGET_2,MODE_S,UF11,185.1250032429169,-93.60493226770602,0.0
24,24,TARGET_1,TARGET_2,MODE_S,UF11,185.1130269886212,-93.6051658042222,0.0
25,25,TARGET_1,TARGET_2,MODE_S,UF11,185.10177965389747,-93.60848666433981,0.0
26,26,TARGET_1,TARGET_2,MODE_S,UF11,185.0888054292857,-93.60873994449476,0.0
27,27,TARGET_1,TARGET_2,MODE_S,UF11,185.0769290268509,-93.60897182438288,0.0
28,28,TARGET_1,TARGET_2,MODE_S,UF11,185.06458459038024,-93.61231502033235,0.0
29,29,TARGET_1,TARGET_2,MODE_S,UF11,185.0527082347081,-93.61254716001274,0.0
30,30,TARGET_1,TARGET_2,MODE_S,UF11,185.03973406811846,-93.61280079204062,0.0
31,31,TARGET_1,TARGET_2,MODE_S,UF11,185.02848816333662,-93.6161234316733,0.0
32,32,TARGET_1,TARGET_2,MODE_S,UF11,185.01561384877763,-93.61637539435237,0.0
33,33,TARGET_1,TARGET_2,MODE_S,UF11,185.00426881301954,-93.61970063970422,0.0
34,34,TARGET_1,TARGET_2,MODE_S,UF11,184.9913945492871,-93.61995288432287,0.0
35,35,TARGET_1,TARGET_2,MODE_S,UF11,184.9794184932205,-93.62018756200226,0.0
36,36,TARGET_1,TARGET_2,MODE_S,UF11,184.96717597119766,-93.62353131114077,0.0
37,37,TARGET_1,TARGET_2,MODE_S,UF11,184.9551999624774,-93.62376625125613,0.0
38,38,TARGET_1,TARGET_2,MODE_S,UF11,184.94295811479276,-93.62711067514621,0.0
39,39,TARGET_1,TARGET_2,MODE_S,UF11,184.930982153478,-93.62734587782528,0.0
40,40,TARGET_1,TARGET_2,MODE_S,UF11,184.91810799854076,-93.62759875468336,0.0
41,41,TARGET_1,TARGET_2,MODE_S,UF11,184.90613204369402,-93.62783402058395,0.0
42,42,TARGET_1,TARGET_2,MODE_S,UF11,184.89325789571126,-93.62808696541885,0.0
43,43,TARGET_1,TARGET_2,MODE_S,UF11,184.88128194733505,-93.62832229456626,0.0
44,44,TARGET_1,TARGET_2,MODE_S,UF11,184.8700389501771,-93.63164872608017,0.0
45,45,TARGET_1,TARGET_2,MODE_S,UF11,184.85706505741135,-93.63190394936477,0.0
46,46,TARGET_1,TARGET_2,MODE_S,UF11,184.8458227312968,-93.63523103451554,0.0
47,47,TARGET_1,TARGET_2,MODE_S,UF11,184.8328488900444,-93.63548654268952,0.0
48,48,TARGET_1,TARGET_2,MODE_S,UF11,184.82097283858238,-93.6357204623884,0.0
49,49,TARGET_1,TARGET_2,MODE_S,UF11,184.80863344551847,-93.63907007488164,0.0
50,50,TARGET_1,TARGET_2,MODE_S,UF11,184.79675744127655,-93.6393042555298,0.0
51,51,TARGET_1,TARGET_2,MODE_S,UF11,184.78441872411753,-93.64265454628199,0.0
52,52,TARGET_1,TARGET_2,MODE_S,UF11,184.77254276715468,-93.6428889880064,0.0
53,53,TARGET_1,TARGET_2,MODE_S,UF11,184.75956903619362,-93.64314513526112,0.0
54,54,TARGET_1,TARGET_2,MODE_S,UF11,184.74832881650107,-93.64647466015953,0.0
55,55,TARGET_1,TARGET_2,MODE_S,UF11,184.73535513726117,-93.64673109280511,0.0
56,56,TARGET_1,TARGET_2,MODE_S,UF11,184.72347923412443,-93.64696585888098,0.0
57,57,TARGET_1,TARGET_2,MODE_S,UF11,184.71124175926596,-93.65031601561306,0.0
58,58,TARGET_1,TARGET_2,MODE_S,UF11,184.6992661064196,-93.65055301799043,0.0
59,59,TARGET_1,TARGET_2,MODE_S,UF11,184.68639228313492,-93.65080782982632,0.0
60,60,TARGET_1,TARGET_2,MODE_S,UF11,184.67441663684767,-93.65104489598718,0.0
61,61,TARGET_1,TARGET_2,MODE_S,UF11,184.66254079073533,-93.65128001696162,0.0
62,62,TARGET_1,TARGET_2,MODE_S,UF11,184.65020433265167,-93.65463354309084,0.0
63,63,TARGET_1,TARGET_2,MODE_S,UF11,184.63832853402891,-93.65486892571705,0.0
64,64,TARGET_1,TARGET_2,MODE_S,UF11,184.6259927530249,-93.6582231314283,0.0
65,65,TARGET_1,TARGET_2,MODE_S,UF11,184.61411700195086,-93.65845877583367,0.0
66,66,TARGET_1,TARGET_2,MODE_S,UF11,184.60114349594375,-93.65871623714732,0.0
67,67,TARGET_1,TARGET_2,MODE_S,UF11,184.58990619478627,-93.66204956765367,0.0
68,68,TARGET_1,TARGET_2,MODE_S,UF11,184.57693274079512,-93.66230731512668,0.0
69,69,TARGET_1,TARGET_2,MODE_S,UF11,184.56505704387814,-93.66254328496383,0.0
70,70,TARGET_1,TARGET_2,MODE_S,UF11,184.5527227109099,-93.66589933529094,0.0
71,71,TARGET_1,TARGET_2,MODE_S,UF11,184.5408470616736,-93.66613556724089,0.0
72,72,TARGET_1,TARGET_2,MODE_S,UF11,184.52851340657355,-93.66949229798294,0.0
73,73,TARGET_1,TARGET_2,MODE_S,UF11,184.5166378050771,-93.66972879217302,0.0
74,74,TARGET_1,TARGET_2,MODE_S,UF11,184.50366446249788,-93.66998718196584,0.0
75,75,TARGET_1,TARGET_2,MODE_S,UF11,184.49242927437427,-93.67332296010335,0.0
76,76,TARGET_1,TARGET_2,MODE_S,UF11,184.47945598402006,-93.67358163655949,0.0
77,77,TARGET_1,TARGET_2,MODE_S,UF11,184.4675804369158,-93.67381845690461,0.0
78,78,TARGET_1,TARGET_2,MODE_S,UF11,184.45460715376564,-93.67407720305842,0.0
79,79,TARGET_1,TARGET_2,MODE_S,UF11,184.4427316132571,-93.6743140872164,0.0
80,80,TARGET_1,TARGET_2,MODE_S,UF11,184.4314972364807,-93.67765123100429,0.0
81,81,TARGET_1,TARGET_2,MODE_S,UF11,184.41852400908644,-93.67791029740752,0.0
82,82,TARGET_1,TARGET_2,MODE_S,UF11,184.40664851962364,-93.67814747476271,0.0
83,83,TARGET_1,TARGET_2,MODE_S,UF11,184.39431713162963,-93.68150745181781,0.0
84,84,TARGET_1,TARGET_2,MODE_S,UF11,184.38244169011864,-93.68174489199188,0.0
85,85,TARGET_1,TARGET_2,MODE_S,UF11,184.37011098117287,-93.68510555079091,0.0
86,86,TARGET_1,TARGET_2,MODE_S,UF11,184.35823558767316,-93.68534325391185,0.0
87,87,TARGET_1,TARGET_2,MODE_S,UF11,184.34526247235107,-93.68560296459282,0.0
88,88,TARGET_1,TARGET_2,MODE_S,UF11,184.33403021257362,-93.6889425608664,0.0
89,89,TARGET_1,TARGET_2,MODE_S,UF11,184.32105714977334,-93.68920255898342,0.0
90,90,TARGET_1,TARGET_2,MODE_S,UF11,184.30982556510654,-93.69254281319922,0.0
91,91,TARGET_1,TARGET_2,MODE_S,UF11,184.29685255489306,-93.69280309889228,0.0
92,92,TARGET_1,TARGET_2,MODE_S,UF11,184.28497726426318,-93.6930413925377,0.0
93,93,TARGET_1,TARGET_2,MODE_S,UF11,184.27264868799708,-93.69640458466378,0.0
94,94,TARGET_1,TARGET_2,MODE_S,UF11,184.26077344557086,-93.69664314171965,0.0
95,95,TARGET_1,TARGET_2,MODE_S,UF11,184.2478004953112,-93.69690378541455,0.0
96,96,TARGET_1,TARGET_2,MODE_S,UF11,184.23592525957037,-93.69714240682181,0.0
97,97,TARGET_1,TARGET_2,MODE_S,UF11,184.2229523166155,-93.69740312083063,0.0
98,98,TARGET_1,TARGET_2,MODE_S,UF11,184.21172227021822,-93.70074565389997,0.0
99,99,TARGET_1,TARGET_2,MODE_S,UF11,184.19974729450638,-93.70098657755327,0.0
100,100,TARGET_1,TARGET_2,MODE_S,UF11,184.18687419924905,-93.70124560542041,0.0
101,101,TARGET_1,TARGET_2,MODE_S,UF11,184.17554508264658,-93.70459103758108,0.0
102,102,TARGET_1,TARGET_2,MODE_S,UF11,184.1626720398029,-93.70485035144283,0.0
103,103,TARGET_1,TARGET_2,MODE_S,UF11,184.15134359987712,-93.70819644503185,0.0
104,104,TARGET_1,TARGET_2,MODE_S,UF11,184.13847060951167,-93.70845604502725,0.0
105,105,TARGET_1,TARGET_2,MODE_S,UF11,184.12659552872856,-93.70869555317962,0.0
106,106,TARGET_1,TARGET_2,MODE_S,UF11,184.11426990866298,-93.7120626865191,0.0
107,107,TARGET_1,TARGET_2,MODE_S,UF11,184.10239487635675,-93.71230245879251,0.0
108,108,TARGET_1,TARGET_2,MODE_S,UF11,184.0900699375444,-93.71567027626331,0.0
109,109,TARGET_1,TARGET_2,MODE_S,UF11,184.078194953775,-93.71591031278663,0.0
110,110,TARGET_1,TARGET_2,MODE_S,UF11,184.06522228612334,-93.71617257295863,0.0
111,111,TARGET_1,TARGET_2,MODE_S,UF11,184.05399576127107,-93.7195191155074,0.0
112,112,TARGET_1,TARGET_2,MODE_S,UF11,184.04102314671587,-93.71978166453995,0.0
113,113,TARGET_1,TARGET_2,MODE_S,UF11,184.02914821831897,-93.72002203033479,0.0
114,114,TARGET_1,TARGET_2,MODE_S,UF11,184.0161756111674,-93.72028465027309,0.0
115,115,TARGET_1,TARGET_2,MODE_S,UF11,184.0043006895491,-93.72052508098714,0.0
116,116,TARGET_1,TARGET_2,MODE_S,UF11,183.99197730403898,-93.72389524474309,0.0
117,117,TARGET_1,TARGET_2,MODE_S,UF11,183.98010243110528,-93.72413594012407,0.0
118,118,TARGET_1,TARGET_2,MODE_S,UF11,183.96812777261175,-93.72437868962108,0.0
119,119,TARGET_1,TARGET_2,MODE_S,UF11,183.9559049035665,-93.7277477492189,0.0
120,120,TARGET_1,TARGET_2,MODE_S,UF11,183.94393029423395,-93.72799076577576,0.0
121,121,TARGET_1,TARGET_2,MODE_S,UF11,183.9317081072211,-93.73136050861787,0.0
122,122,TARGET_1,TARGET_2,MODE_S,UF11,183.91973354711016,-93.73160379236471,0.0
123,123,TARGET_1,TARGET_2,MODE_S,UF11,183.9068608986897,-93.73186535772723,0.0
124,124,TARGET_1,TARGET_2,MODE_S,UF11,183.89553753152904,-93.7352177697344,0.0
125,125,TARGET_1,TARGET_2,MODE_S,UF11,183.88266493609447,-93.73547962250947,0.0
126,126,TARGET_1,TARGET_2,MODE_S,UF11,183.87069043216212,-93.73572323940277,0.0
127,127,TARGET_1,TARGET_2,MODE_S,UF11,183.85846970539595,-93.73909483855934,0.0
128,128,TARGET_1,TARGET_2,MODE_S,UF11,183.84649525082062,-93.73933872298387,0.0
129,129,TARGET_1,TARGET_2,MODE_S,UF11,183.83427520688298,-93.74271100622344,0.0
130,130,TARGET_1,TARGET_2,MODE_S,UF11,183.82240058842123,-93.74295312357758,0.0
131,131,TARGET_1,TARGET_2,MODE_S,UF11,183.8094283199042,-93.74321765728165,0.0
132,132,TARGET_1,TARGET_2,MODE_S,UF11,183.7982068714491,-93.74657050876351,0.0
133,133,TARGET_1,TARGET_2,MODE_S,UF11,183.78458144730203,-93.74372444533391,0.0
134,134,TARGET_1,TARGET_2,MODE_S,UF11,183.77336009402995,-93.74707778107849,0.0
135,135,TARGET_1,TARGET_2,MODE_S,UF11,183.7603878866444,-93.747342676552,0.0
136,136,TARGET_1,TARGET_2,MODE_S,UF11,183.7485133310199,-93.74758519058183,0.0
137,137,TARGET_1,TARGET_2,MODE_S,UF11,183.73719291683977,-93.75094146037935,0.0
138,138,TARGET_1,TARGET_2,MODE_S,UF11,183.7243205525333,-93.75120464050102,0.0
139,139,TARGET_1,TARGET_2,MODE_S,UF11,183.71234626363577,-93.75144949233,0.0
140,140,TARGET_1,TARGET_2,MODE_S,UF11,183.70012850741284,-93.75482504374804,0.0
141,141,TARGET_1,TARGET_2,MODE_S,UF11,183.6881542681509,-93.75507016383123,0.0
142,142,TARGET_1,TARGET_2,MODE_S,UF11,183.67593719594848,-93.75844640067075,0.0
143,143,TARGET_1,TARGET_2,MODE_S,UF11,183.66396300638294,-93.758691789139,0.0
144,144,TARGET_1,TARGET_2,MODE_S,UF11,183.65109075635792,-93.75895561743135,0.0
145,145,TARGET_1,TARGET_2,MODE_S,UF11,183.63977247862184,-93.76231436860125,0.0
146,146,TARGET_1,TARGET_2,MODE_S,UF11,183.62690028209377,-93.76257848559206,0.0
147,147,TARGET_1,TARGET_2,MODE_S,UF11,183.61558268515773,-93.76593790256612,0.0
148,148,TARGET_1,TARGET_2,MODE_S,UF11,183.60271054219217,-93.76620230839615,0.0
149,149,TARGET_1,TARGET_2,MODE_S,UF11,183.59073645922336,-93.76644830059467,0.0
150,150,TARGET_1,TARGET_2,MODE_S,UF11,183.5785215369434,-93.7698270861922,0.0
151,151,TARGET_1,TARGET_2,MODE_S,UF11,183.56589024786166,-93.76695883679102,0.0
152,152,TARGET_1,TARGET_2,MODE_S,UF11,183.55301811999715,-93.76722338579805,0.0
153,153,TARGET_1,TARGET_2,MODE_S,UF11,183.54180117959507,-93.77058238859101,0.0
154,154,TARGET_1,TARGET_2,MODE_S,UF11,183.52882932185338,-93.77084927961687,0.0
155,155,TARGET_1,TARGET_2,MODE_S,UF11,183.5176130625069,-93.77420894675633,0.0
156,156,TARGET_1,TARGET_2,MODE_S,UF11,183.50563908981113,-93.77445557547489,0.0
157,157,TARGET_1,TARGET_2,MODE_S,UF11,183.49276707295576,-93.77472073724675,0.0
158,158,TARGET_1,TARGET_2,MODE_S,UF11,183.4814517581818,-93.77808335897429,0.0
159,159,TARGET_1,TARGET_2,MODE_S,UF11,183.4685797951246,-93.77834881022552,0.0
160,160,TARGET_1,TARGET_2,MODE_S,UF11,183.45726516232605,-93.78171209904612,0.0
161,161,TARGET_1,TARGET_2,MODE_S,UF11,183.4443932531327,-93.78197783991776,0.0
162,162,TARGET_1,TARGET_2,MODE_S,UF11,183.43241938765894,-93.78222507421182,0.0
163,163,TARGET_1,TARGET_2,MODE_S,UF11,183.42020744727122,-93.78560782667311,0.0
164,164,TARGET_1,TARGET_2,MODE_S,UF11,183.40823363197194,-93.78585533055387,0.0
165,165,TARGET_1,TARGET_2,MODE_S,UF11,183.39536178434284,-93.78612143327142,0.0
166,166,TARGET_1,TARGET_2,MODE_S,UF11,183.38404861276786,-93.7894865444401,0.0
167,167,TARGET_1,TARGET_2,MODE_S,UF11,183.3711768191501,-93.78975293714882,0.0
168,168,TARGET_1,TARGET_2,MODE_S,UF11,183.35986433033813,-93.79311871622,0.0
169,169,TARGET_1,TARGET_2,MODE_S,UF11,183.3469925907976,-93.79338539906153,0.0
170,170,TARGET_1,TARGET_2,MODE_S,UF11,183.33435752441497,-93.7905151507344,0.0
171,171,TARGET_1,TARGET_2,MODE_S,UF11,183.3221471512921,-93.793900264873,0.0
172,172,TARGET_1,TARGET_2,MODE_S,UF11,183.3101734507935,-93.79414844281321,0.0
173,173,TARGET_1,TARGET_2,MODE_S,UF11,183.29796376460376,-93.7975342455973,0.0
174,174,TARGET_1,TARGET_2,MODE_S,UF11,183.28599011449293,-93.79778269368299,0.0
175,175,TARGET_1,TARGET_2,MODE_S,UF11,183.27411624820346,-93.79802910342639,0.0
176,176,TARGET_1,TARGET_2,MODE_S,UF11,183.26180751580512,-93.80141790369385,0.0
177,177,TARGET_1,TARGET_2,MODE_S,UF11,183.24993369955146,-93.80166458150141,0.0
178,178,TARGET_1,TARGET_2,MODE_S,UF11,183.23706208744997,-93.80193202464869,0.0
179,179,TARGET_1,TARGET_2,MODE_S,UF11,183.22575188886523,-93.8053010191989,0.0
180,180,TARGET_1,TARGET_2,MODE_S,UF11,183.21288033107828,-93.80556875312264,0.0
181,181,TARGET_1,TARGET_2,MODE_S,UF11,183.20157081643703,-93.80893841686978,0.0
182,182,TARGET_1,TARGET_2,MODE_S,UF11,183.18869931303075,-93.80920644171178,0.0
183,183,TARGET_1,TARGET_2,MODE_S,UF11,183.17672582508945,-93.80945580096333,0.0
184,184,TARGET_1,TARGET_2,MODE_S,UF11,183.1645190336,-93.81284509076731,0.0
185,185,TARGET_1,TARGET_2,MODE_S,UF11,183.15254559631433,-93.81309472081382,0.0
186,186,TARGET_1,TARGET_2,MODE_S,UF11,183.14033949307836,-93.8164847006401,0.0
187,187,TARGET_1,TARGET_2,MODE_S,UF11,183.1283661065101,-93.81673460161397,0.0
188,188,TARGET_1,TARGET_2,MODE_S,UF11,183.11482929159507,-93.81388126883886,0.0
189,189,TARGET_1,TARGET_2,MODE_S,UF11,183.10352134049742,-93.81725325040274,0.0
190,190,TARGET_1,TARGET_2,MODE_S,UF11,183.09064996159688,-93.81752200331903,0.0
191,191,TARGET_1,TARGET_2,MODE_S,UF11,183.07934269534618,-93.82089465507929,0.0
192,192,TARGET_1,TARGET_2,MODE_S,UF11,183.06647137105693,-93.82116369951734,0.0
193,193,TARGET_1,TARGET_2,MODE_S,UF11,183.05449804976112,-93.82141400738105,0.0
194,194,TARGET_1,TARGET_2,MODE_S,UF11,183.0432912929616,-93.82478547766353,0.0
195,195,TARGET_1,TARGET_2,MODE_S,UF11,183.03032024984276,-93.82505693700602,0.0
196,196,TARGET_1,TARGET_2,MODE_S,UF11,183.0184467601285,-93.82530546044396,0.0
197,197,TARGET_1,TARGET_2,MODE_S,UF11,183.00614319003066,-93.8287008291853,0.0
198,198,TARGET_1,TARGET_2,MODE_S,UF11,182.99426975083125,-93.82894962188956,0.0
199,199,TARGET_1,TARGET_2,MODE_S,UF11,182.98196687061815,-93.83234568427093,0.0
200,200,TARGET_1,TARGET_2,MODE_S,UF11,182.97009348199504,-93.8325947463731,0.0
201,201,TARGET_1,TARGET_2,MODE_S,UF11,182.957222333528,-93.83286477457943,0.0
202,202,TARGET_1,TARGET_2,MODE_S,UF11,182.94591795391338,-93.83624083424692,0.0
203,203,TARGET_1,TARGET_2,MODE_S,UF11,182.93304686034725,-93.83651115467659,0.0
204,204,TARGET_1,TARGET_2,MODE_S,UF11,182.92174316687996,-93.83988788586346,0.0
205,205,TARGET_1,TARGET_2,MODE_S,UF11,182.90887212828142,-93.84015849865933,0.0
206,206,TARGET_1,TARGET_2,MODE_S,UF11,182.89689907278364,-93.84041026568724,0.0
207,207,TARGET_1,TARGET_2,MODE_S,UF11,182.88402804206277,-93.84068095200892,0.0
208,208,TARGET_1,TARGET_2,MODE_S,UF11,182.87205499389455,-93.84093278744686,0.0
209,209,TARGET_1,TARGET_2,MODE_S,UF11,182.85918397105462,-93.8412035473243,0.0
210,210,TARGET_1,TARGET_2,MODE_S,UF11,182.84788116070692,-93.8445819326344,0.0
211,211,TARGET_1,TARGET_2,MODE_S,UF11,182.83600794222676,-93.84483197200763,0.0
212,212,TARGET_1,TARGET_2,MODE_S,UF11,182.82370806941316,-93.8482320428223,0.0
213,213,TARGET_1,TARGET_2,MODE_S,UF11,182.81183490179185,-93.848482352324,0.0
214,214,TARGET_1,TARGET_2,MODE_S,UF11,182.7988642184628,-93.84875583684251,0.0
215,215,TARGET_1,TARGET_2,MODE_S,UF11,182.7876626036068,-93.85213369812607,0.0
216,216,TARGET_1,TARGET_2,MODE_S,UF11,182.77469197591336,-93.85240747793213,0.0
217,217,TARGET_1,TARGET_2,MODE_S,UF11,182.76349104796614,-93.85578600976724,0.0
218,218,TARGET_1,TARGET_2,MODE_S,UF11,182.75052047597563,-93.8560600850053,0.0
219,219,TARGET_1,TARGET_2,MODE_S,UF11,182.73864741758922,-93.8563110033698,0.0
220,220,TARGET_1,TARGET_2,MODE_S,UF11,182.7263497189445,-93.85971365841573,0.0
221,221,TARGET_1,TARGET_2,MODE_S,UF11,182.71447671161692,-93.8599648473875,0.0
222,222,TARGET_1,TARGET_2,MODE_S,UF11,182.70150620342457,-93.86023929282166,0.0
223,223,TARGET_1,TARGET_2,MODE_S,UF11,182.69030674890772,-93.86361965822861,0.0
224,224,TARGET_1,TARGET_2,MODE_S,UF11,182.67733629656965,-93.86389439947392,0.0
225,225,TARGET_1,TARGET_2,MODE_S,UF11,182.66546334772755,-93.86414592758736,0.0
226,226,TARGET_1,TARGET_2,MODE_S,UF11,182.65259267606905,-93.86441862945456,0.0
227,227,TARGET_1,TARGET_2,MODE_S,UF11,182.64061996196247,-93.86467234011606,0.0
228,228,TARGET_1,TARGET_2,MODE_S,UF11,182.62842361954506,-93.86807526815198,0.0
229,229,TARGET_1,TARGET_2,MODE_S,UF11,182.61645095708107,-93.86832925212796,0.0
230,230,TARGET_1,TARGET_2,MODE_S,UF11,182.6052530247966,-93.87171168818853,0.0
231,231,TARGET_1,TARGET_2,MODE_S,UF11,182.59228269631222,-93.87198713222654,0.0
232,232,TARGET_1,TARGET_2,MODE_S,UF11,182.580409860861,-93.87223930376881,0.0
233,233,TARGET_1,TARGET_2,MODE_S,UF11,182.5681151799514,-93.87564598076612,0.0
234,234,TARGET_1,TARGET_2,MODE_S,UF11,182.5562423958436,-93.8758984236505,0.0
235,235,TARGET_1,TARGET_2,MODE_S,UF11,182.54327213154144,-93.87617423912297,0.0
236,236,TARGET_1,TARGET_2,MODE_S,UF11,182.53207567559187,-93.8795585124608,0.0
237,237,TARGET_1,TARGET_2,MODE_S,UF11,182.51910546745512,-93.87983462454767,0.0
238,238,TARGET_1,TARGET_2,MODE_S,UF11,182.50790970040177,-93.88321957055504,0.0
239,239,TARGET_1,TARGET_2,MODE_S,UF11,182.49493954849817,-93.88349597940118,0.0
240,240,TARGET_1,TARGET_2,MODE_S,UF11,182.48306687471032,-93.88374903425218,0.0
241,241,TARGET_1,TARGET_2,MODE_S,UF11,182.4707743749667,-93.88715830403906,0.0
242,242,TARGET_1,TARGET_2,MODE_S,UF11,182.45890175272348,-93.88741163071339,0.0
243,243,TARGET_1,TARGET_2,MODE_S,UF11,182.44660994715684,-93.89082159881647,0.0
244,244,TARGET_1,TARGET_2,MODE_S,UF11,182.4340590504964,-93.88794180749164,0.0
245,245,TARGET_1,TARGET_2,MODE_S,UF11,182.42108897120423,-93.88821866398851,0.0
246,246,TARGET_1,TARGET_2,MODE_S,UF11,182.40989478230068,-93.89160594340551,0.0
247,247,TARGET_1,TARGET_2,MODE_S,UF11,182.39692475941033,-93.89188309713364,0.0
248,248,TARGET_1,TARGET_2,MODE_S,UF11,182.38505220373736,-93.89213683394908,0.0
249,249,TARGET_1,TARGET_2,MODE_S,UF11,182.3737589834678,-93.89552715753756,0.0
250,250,TARGET_1,TARGET_2,MODE_S,UF11,182.3608887899212,-93.89580251040233,0.0
251,251,TARGET_1,TARGET_2,MODE_S,UF11,182.34969602870194,-93.89919137360064,0.0
252,252,TARGET_1,TARGET_2,MODE_S,UF11,182.3367261227425,-93.89946915839771,0.0
253,253,TARGET_1,TARGET_2,MODE_S,UF11,182.324853674122,-93.8997234729737,0.0
254,254,TARGET_1,TARGET_2,MODE_S,UF11,182.31256420249812,-93.90313677829118,0.0
255,255,TARGET_1,TARGET_2,MODE_S,UF11,182.3006918057087,-93.90339136542933,0.0
256,256,TARGET_1,TARGET_2,MODE_S,UF11,182.28840302948512,-93.90680537043917,0.0
257,257,TARGET_1,TARGET_2,MODE_S,UF11,182.27653068458923,-93.9070602302729,0.0
258,258,TARGET_1,TARGET_2,MODE_S,UF11,182.26356090017006,-93.90733868652656,0.0
259,259,TARGET_1,TARGET_2,MODE_S,UF11,182.2523703110607,-93.91073006786137,0.0
260,260,TARGET_1,TARGET_2,MODE_S,UF11,182.23940058340838,-93.91100882220903,0.0
261,261,TARGET_1,TARGET_2,MODE_S,UF11,182.22752829803184,-93.91126402443594,0.0
262,262,TARGET_1,TARGET_2,MODE_S,UF11,182.2145585786438,-93.91154285479344,0.0
263,263,TARGET_1,TARGET_2,MODE_S,UF11,182.20268630083365,-93.91179812661261,0.0
264,264,TARGET_1,TARGET_2,MODE_S,UF11,182.19039911872414,-93.9152145351009,0.0
265,265,TARGET_1,TARGET_2,MODE_S,UF11,182.17852689296288,-93.91547008004967,0.0
266,266,TARGET_1,TARGET_2,MODE_S,UF11,182.16555723871076,-93.91574928487034,0.0
267,267,TARGET_1,TARGET_2,MODE_S,UF11,182.15436823353974,-93.91914300750491,0.0
268,268,TARGET_1,TARGET_2,MODE_S,UF11,182.14239629740243,-93.91940100922037,0.0
269,269,TARGET_1,TARGET_2,MODE_S,UF11,182.13021032286215,-93.92281690933603,0.0
270,270,TARGET_1,TARGET_2,MODE_S,UF11,182.1182384393447,-93.92307518678655,0.0
271,271,TARGET_1,TARGET_2,MODE_S,UF11,182.10536866869137,-93.92335287292084,0.0
272,272,TARGET_1,TARGET_2,MODE_S,UF11,182.09408133039358,-93.92675033922116,0.0
273,273,TARGET_1,TARGET_2,MODE_S,UF11,182.0812116163829,-93.92702832196129,0.0
274,274,TARGET_1,TARGET_2,MODE_S,UF11,182.07002473564944,-93.93042430983026,0.0
275,275,TARGET_1,TARGET_2,MODE_S,UF11,182.05705531354724,-93.93070474637331,0.0
276,276,TARGET_1,TARGET_2,MODE_S,UF11,182.04518330790847,-93.93096148870004,0.0
277,277,TARGET_1,TARGET_2,MODE_S,UF11,182.03289976048285,-93.93438214651489,0.0
278,278,TARGET_1,TARGET_2,MODE_S,UF11,182.02102780722893,-93.93463916276473,0.0
279,279,TARGET_1,TARGET_2,MODE_S,UF11,182.00805845071807,-93.93491997514053,0.0
280,280,TARGET_1,TARGET_2,MODE_S,UF11,181.99687305668192,-93.93831781305147,0.0
281,281,TARGET_1,TARGET_2,MODE_S,UF11,181.983217156995,-93.93545795059687,0.0
282,282,TARGET_1,TARGET_2,MODE_S,UF11,181.97203186434996,-93.9388562854191,0.0
283,283,TARGET_1,TARGET_2,MODE_S,UF11,181.95906257353602,-93.93913747398878,0.0
284,284,TARGET_1,TARGET_2,MODE_S,UF11,181.947190688095,-93.93939490482161,0.0
285,285,TARGET_1,TARGET_2,MODE_S,UF11,181.9349087407087,-93.94281797438917,0.0
